396672100,390213800,390994300,389149800,385917500
135870200,136473700,148453100,135963800,135701700
326598500,299136700,292547700,309009900,295921100
775665500,873710500,755706100,886945800,883789200
181759100,188066300,188911000,186980400,190513700
38821400,23325400,38227700,32311200,40145100
12600,13000,12700,12100,12500
13100,12400,13100,14300,14200
31600,41900,33100,30500,30600
